DESHARNAIS

4

$TEAMEXP,$MANAGEREXP,$YEAREND,$LENGTH,$TRANSACTIONS,$ENTITIES,$POINTSNONADJUST,$ADJUSTMENT,$POINTSADJUST,$LANGUAGE,$EFFORT
0.330357142857,3.83482142857,85.6696428571,7.15625,103.111607143,47.78125,150.892857143,7.15625,109.901785714,2.83482142857,831.59375
3.80681818182,3.42045454545,85.8068181818,12,289.795454545,234.034090909,523.829545455,33.2272727273,516.477272727,1.80681818182,13597.7386364
3.27966101695,1.83898305085,85.2796610169,12,212.830508475,138.618644068,351.449152542,31.1186440678,340.406779661,1.27966101695,9844.90677966
13/4,45/16,1331/16,87/8,1795/8,73,2379/8,115/4,2235/8,11/8,38185/16

1.2676056338,2.31690140845,83.6830985915,7.9014084507,217.436619718,73,290.436619718,14.8732394366,232.788732394,2.3661971831,1293.76760563
331/98,3,85,845/98,7965/98,8179/98,8072/49,240/7,1122/7,1,67563/14

637/174,3,85,1451/174,4073/58,11317/174,11768/87,3328/87,3958/29,1,236761/58

4,22/7,601/7,12,3043/7,175,4268/7,297/7,4596/7,3,5240

4,235/66,5639/66,12,3679/11,11357/66,33431/66,1345/33,35531/66,3,111160/33

16/5,4,429/5,176/5,796,987/5,4967/5,148/5,4744/5,9/5,76524/5

2.80733944954,4,86.1926605505,34.8073394495,751.825688073,176,927.825688073,27.4403669725,866.733944954,2.19266055046,11066.4220183
0.807692307692,0.446153846154,86.6384615385,7.27692307692,194.561538462,138.215384615,332.776923077,25.0846153846,298.538461538,1,5200.73076923
2.12,1.496,86.376,6.752,147.056,134.016,281.072,25.872,253.92,1,4677.12
1.19155844156,3.80844155844,86.6168831169,8,120.551948052,49.5097402597,170.061688312,12.4675324675,132.103896104,1.80844155844,2647.90909091
1.76123595506,3.23876404494,85.4775280899,8,110.297752809,42.1039325843,152.401685393,7.91011235955,111.595505618,1.23876404494,2424.59550562
1/11,35/11,943/11,354/11,2716/11,2812/11,5528/11,47,6201/11,1,171983/11

30/11,53/44,3743/44,691/44,1730/11,6987/22,10447/22,159/4,5476/11,1,235039/44

0.753289473684,0.753289473684,86.7532894737,10.0263157895,69.8815789474,94.2730263158,164.154605263,22.9342105263,145.296052632,1,2641.71710526
0.48125,0.48125,86.48125,7.85,79.675,92.36875,172.04375,28.375,162.1625,1,2706.4625
2.06153846154,2.29230769231,85.2923076923,18.4153846154,263.923076923,111.923076923,375.846153846,30.4615384615,363,1.64615384615,7341.70769231
97/25,27/25,2102/25,521/25,173,499/5,1364/5,122/5,1224/5,26/25,106743/25

0.246753246753,-0.62987012987,84.4935064935,19.6558441558,137.396103896,131.402597403,268.798701299,23.974025974,236.980519481,2.12337662338,3535.09090909
30/19,26/19,1656/19,7,2446/19,1307/19,3753/19,658/19,3680/19,53/19,25529/19

1.496,0.748,86,14.724,186.536,124.236,310.772,33.74,306.74,1,5975.76
0.389830508475,0.194915254237,86,7.53389830508,196.491525424,120.36440678,316.855932203,30.9745762712,303.974576271,1,4388.40677966
1.83108108108,1.83108108108,86.277027027,11.1689189189,87.9662162162,102.581081081,190.547297297,20.0337837838,167.22972973,2.27702702703,3041.35810811
3.29090909091,3.29090909091,86.7636363636,9.70909090909,145.872727273,86.0363636364,231.909090909,34.1454545455,234.381818182,2.76363636364,2629.2
2.7032967033,3.14835164835,87.7032967033,14.8131868132,270.401098901,153.159340659,423.56043956,49.1813186813,487.395604396,1.85164835165,7446.65384615
1.94,3.53,86.94,11.76,189.11,174.15,363.26,41.93,395.8,1.47,5894.49
1,1,8566/99,1136/99,10862/99,9215/99,20077/99,2329/99,179,172/99,270122/99

1,1,87.7844827586,10.2155172414,70.6810344828,59.7112068966,130.392241379,24.7844827586,116.668103448,1.10775862069,2255.03448276
2.38043478261,2.61956521739,85,16.4293478261,195.320652174,141.733695652,337.054347826,34.6195652174,335.913043478,1,12290.25
67/17,18/17,85,479/34,3059/34,7711/34,5385/17,562/17,5286/17,1,59423/17

37/16,1/4,2779/32,335/32,6393/32,835/8,9733/32,413/16,2227/8,59/32,47789/8

3.22988505747,3.91954022989,86.3850574713,11.8448275862,128.683908046,87.8620689655,216.545977011,19.3908045977,188.471264368,1.38505747126,3597.59770115
2,1.62251655629,87.6225165563,8.43377483444,217.837748344,50.0331125828,267.870860927,29.6986754967,254.400662252,1,3916.8013245
2,1/2,173/2,27/4,465/4,178,1177/4,139/4,1177/4,1,7315/2

131/48,3,85,301/48,753/8,2651/48,7169/48,677/24,6613/48,1,49539/16

53/26,3,85,181/26,1493/13,1849/26,4835/26,241/13,4031/26,1,77861/26

8/7,12/7,86,108/7,2312/7,1010/7,3322/7,232/7,3376/7,11/7,8841

0.432989690722,0.649484536082,86,8.32989690722,212.092783505,113.051546392,325.144329897,27.4639175258,311.917525773,1.21649484536,4684.37113402
74/19,4,1617/19,682/19,16609/19,4470/19,21079/19,635/19,1094,21/19,433272/19

2.78481012658,4,86.2151898734,34.7848101266,749.291139241,174.772151899,924.063291139,27.3164556962,862.025316456,2.21518987342,10823.2405063
1.18666666667,2.37333333333,85.4066666667,12.3066666667,132.326666667,151.293333333,283.62,33.5933333333,279.4,1,5365.03333333
0.850746268657,1.70149253731,85.5746268657,9.9552238806,150.634328358,143.567164179,294.201492537,33.4253731343,289.47761194,1,5441.45522388
2.51818181818,3.27727272727,86.7590909091,9.75909090909,111.6,52.4227272727,164.022727273,13.3363636364,129.286363636,2.24090909091,1047.79545455
1.59493670886,1.89240506329,86.2974683544,9.29746835443,131.911392405,43.6518987342,175.563291139,21.6455696203,152.829113924,2.70253164557,842.373417722
2.608,2.392,86.392,23.048,173.608,315.28,488.888,24.472,435.248,1,11631.144
3.50649350649,1.49350649351,85.4935064935,17.2077922078,174.506493506,290.571428571,465.077922078,32.5584415584,451.87012987,1,6671.90909091
7/3,7/3,86,13/3,91,108,199,49/3,482/3,5/3,9226/3

59/36,59/36,2039/24,131/36,1459/24,357/4,3601/24,319/18,8843/72,95/72,95837/36

3.68867924528,4,85.6226415094,15.3773584906,82.6886792453,237.245283019,319.933962264,25.1320754717,286.971698113,1.31132075472,6393.37735849
3.29032258065,4,86.4193548387,14.5806451613,40.064516129,323.290322581,363.35483871,22.7419354839,317.64516129,1.70967741935,5294.70967742
1.53333333333,2.35555555556,86.6444444444,4.28888888889,67.9555555556,46.0222222222,113.977777778,23.7555555556,101.088888889,1.82222222222,2238.13333333
3.02173913043,3.34782608696,85.652173913,2.30434782609,51.0869565217,54.4565217391,105.543478261,20.2826086957,90.1739130435,1.32608695652,1373.36956522
3,6.90506329114,85.9050632911,12.7151898734,46.0443037975,375.955696203,422,16.253164557,342.183544304,1.96835443038,8048.13924051
3,29/6,503/6,13/2,413/6,2429/18,1834/9,196/9,3089/18,23/18,36323/9

3.83018867925,4.94339622642,86.1132075472,24.7547169811,463.660377358,217.490566038,681.150943396,25.5471698113,618.679245283,2.05660377358,8632.8490566
1.72115384615,4.24038461538,87.5192307692,9.28846153846,235.884615385,99.3846153846,335.269230769,19.9230769231,291.778846154,2.75961538462,2830.89423077
1,1.34112149533,85.6355140187,10.3644859813,360.602803738,49.3644859813,409.96728972,26.976635514,378.719626168,1,4378.8271028
1,149/77,6411/77,981/77,15647/77,3984/77,19631/77,1940/77,17728/77,1,43548/11

1,2.81868131868,86.1813186813,7.63736263736,167.346153846,85.2142857143,252.56043956,31.1923076923,249.478021978,2,3254.11538462
1,13/6,521/6,19/3,143/2,257/6,343/3,35/2,601/6,2,11501/6

4,3.21387283237,85.2138728324,11.6416184971,117.526011561,209.086705202,326.612716763,44.3699421965,353.514450867,1.21387283237,10816.3757225
4,3.72277227723,85.7227722772,13.1683168317,85.4653465347,278.297029703,363.762376238,28.5940594059,335.702970297,1.72277227723,6039.33663366
1.21987951807,2.56024096386,85.7801204819,11.3403614458,129.141566265,78.6656626506,207.807228916,9.39759036145,152.801204819,2,3409.96987952
1.66891891892,1.66216216216,85.3310810811,9.99324324324,123.304054054,57.5608108108,180.864864865,18.3783783784,148.310810811,2,2925.90540541
46/43,95/86,85,439/86,8294/43,3868/43,12162/43,3001/86,24303/86,1,544131/86

2.6724137931,3.50862068966,85,7.50862068966,167.24137931,65.9137931034,233.155172414,32.4913793103,227.301724138,1,4537.75
1.64835164835,1.32417582418,86,5.32417582418,85.456043956,81.4945054945,166.950549451,14.3241758242,132.543956044,1.32417582418,2311.23076923
2.35365853659,1.67682926829,86,5.67682926829,93.5670731707,62.4512195122,156.018292683,14.6768292683,124.432926829,1.67682926829,2084.12195122
2.19310344828,3.61379310345,86.6137931034,13.6482758621,283.606896552,157.737931034,441.344827586,33.2620689655,438.448275862,2,9479.4
2.60454545455,2.79090909091,85.7909090909,10.7681818182,199.672727273,101.781818182,301.454545455,29.5590909091,292.386363636,2,5470.30909091
172/45,4,742/9,1028/45,17351/45,551/3,25616/45,584/15,26701/45,53/45,26404/3

2.04597701149,4,86.8850574713,11.2988505747,291.436781609,90.4137931034,381.850574713,28.275862069,357.114942529,2.95402298851,1620.86206897
1.64090909091,4,85.6409090909,7.51363636364,286.968181818,103.272727273,390.240909091,35.9227272727,394.931818182,1,5551.28636364
1.34677419355,4,85.3467741935,9.57258064516,271.379032258,79.7419354839,351.120967742,35.0403225806,352.282258065,1,5368.04032258
47/26,71/26,86,149/26,602/13,827/26,2031/26,358/13,1875/26,45/26,29953/26

245/71,155/71,86,368/71,3910/71,2375/71,6285/71,2033/71,5859/71,84/71,65191/71

4,1.9435483871,86.3709677419,16.5403225806,278.524193548,91.5241935484,370.048387097,35.5403225806,372.782258065,1,8815.70967742
4,3.04054054054,85.6396396396,12.518018018,248.905405405,107.247747748,356.153153153,31.518018018,344.626126126,1,6767.99099099
1.59139784946,3.20430107527,84.4086021505,11.5698924731,126.440860215,69.8494623656,196.290322581,11.5698924731,151.516129032,2.20430107527,1921.76344086
0.542253521127,3.72887323944,85.4577464789,7.89788732394,107.031690141,51.4894366197,158.521126761,7.89788732394,116.894366197,2.72887323944,1014.77816901
3.76851851852,3.30555555556,85.7685185185,12,284.203703704,227.101851852,511.305555556,33.0740740741,503.685185185,1.76851851852,13325.0833333
3.43902439024,2.31707317073,85.4390243902,12,236.097560976,167.463414634,403.56097561,31.756097561,393.634146341,1.43902439024,10979.4146341
3.2972972973,2.82432432432,83.1756756757,10.9459459459,224.540540541,73,297.540540541,29.0810810811,280.486486486,1.35135135135,2412.63513514
0.930481283422,2.23262032086,83.7673796791,7.39572192513,216.256684492,73,289.256684492,12.513368984,224.86631016,2.53475935829,1107.92780749
3.12295081967,3,85,8.87704918033,91.2049180328,100.008196721,191.213114754,30.7213114754,181.672131148,1,5494.25409836
981/266,3,85,2211/266,18399/266,16833/266,17616/133,734/19,2550/19,1,152421/38

4,238/73,6259/73,12,29677/73,12715/73,42392/73,3063/73,45504/73,3,344120/73

4,317/84,7159/84,12,1983/7,2047/12,38125/84,838/21,40153/84,3,7240/3

74/19,4,1617/19,682/19,16609/19,4470/19,21079/19,635/19,1094,21/19,433272/19

2.775,4,86.225,34.775,748.1875,174.2375,922.425,27.2625,859.975,2.225,10717.35
1/34,-3/17,2951/34,129/17,7573/34,2392/17,12357/34,837/34,325,1,187383/34

20/7,73/35,3018/35,226/35,4213/35,4608/35,8821/35,921/35,1602/7,1,4383

37/35,138/35,3041/35,8,4304/35,1794/35,6098/35,474/35,4793/35,68/35,13503/5

101/57,184/57,4871/57,8,2092/19,2392/57,8668/57,446/57,2113/19,70/57,137963/57

-0.391304347826,3.54347826087,85.847826087,35.1956521739,263.304347826,244.304347826,507.608695652,48.3260869565,575.782608696,1,17517.5
1.36734693878,2.22448979592,85.4081632653,24.2040816327,203.510204082,285.632653061,489.142857143,43.4897959184,531.816326531,1,10651.2857143
0.921686746988,0.921686746988,86.921686747,11.3734939759,63.8192771084,95.4518072289,159.271084337,19.5662650602,134.855421687,1,2601.63855422
1/19,1/19,1635/19,84/19,1807/19,1698/19,3505/19,702/19,3586/19,1,53361/19

1.77647058824,2.48235294118,85.4823529412,18.0352941176,278.176470588,113.823529412,392,31.4117647059,381.529411765,1.74117647059,7823.28235294
25/8,19/12,1015/12,119/6,843/4,629/6,3787/12,323/12,2351/8,31/24,33271/6

32/47,1/47,4012/47,730/47,6325/47,111,11542/47,1290/47,10475/47,110/47,2821

1.93181818182,1.89772727273,87.8636363636,3.64772727273,126.443181818,52.2045454545,178.647727273,37.4545454545,182.215909091,2.96590909091,763.159090909
71/40,71/80,86,1323/80,7361/40,10017/80,24739/80,551/16,4919/16,1,51009/8

0.601398601399,0.300699300699,86,8.90909090909,194.587412587,121.104895105,315.692307692,31.5034965035,304.503496503,1,4692.00699301
1.69587628866,1.69587628866,86.2319587629,11.3041237113,82.6030927835,104.113402062,186.716494845,18.7268041237,161.010309278,2.23195876289,3079.53092784
3.18617021277,3.18617021277,86.7287234043,9.81382978723,141.718085106,87.2234042553,228.941489362,33.1329787234,229.563829787,2.72872340426,2658.7712766
2.65263157895,3.17368421053,87.6526315789,14.6105263158,265.005263158,154.552631579,419.557894737,48.7,481.315789474,1.82631578947,7343.62631579
1.80392156863,3.59803921569,86.8039215686,11.2156862745,174.617647059,177.892156863,352.509803922,40.637254902,379.470588235,1.40196078431,5617.7745098
1,1,86.179245283,11.820754717,120.443396226,102.25,222.693396226,23.179245283,196.127358491,1.91037735849,2858.60377358
1,1,2872/33,362/33,3104/33,2630/33,5734/33,793/33,154,49/33,83774/33

2.23595505618,2.76404494382,85,16.6460674157,205.073033708,133.859550562,338.93258427,34.7640449438,338.224719101,1,13104.3932584
209/54,61/54,85,511/36,379/4,24077/108,17155/54,1789/54,8426/27,1,210301/54

2.54913294798,1.19653179191,86.725433526,10.823699422,181.442196532,100.115606936,281.557803468,24.1560693642,255.184971098,1.72543352601,5360.74566474
3.19811320755,3.79245283019,86.4009433962,11.7971698113,131.146226415,88.4339622642,219.580188679,19.6132075472,191.58490566,1.40094339623,3679.88679245
2,1.45402298851,87.4540229885,8.18103448276,202.58908046,69.2413793103,271.83045977,30.4568965517,260.382183908,1,3877.87931034
2,0.860869565217,86.8608695652,7.29130434783,148.908695652,136.860869565,285.769565217,33.1260869565,281.439130435,1,3740.86086957
179/71,3,85,460/71,7126/71,4261/71,11387/71,1796/71,10151/71,1,217658/71

153/70,3,85,477/70,773/7,4741/70,12471/70,103/5,2119/14,1,30163/10

1.18055555556,1.77083333333,86,15.8055555556,336.5625,145.944444444,482.506944444,33.4444444444,491.333333333,1.59027777778,9061.74305556
11/23,33/46,86,202/23,10103/46,2646/23,15395/46,640/23,7424/23,57/46,227675/46

3.37931034483,4,85.6206896552,35.3793103448,816.172413793,207.172413793,1023.34482759,30.5862068966,986.275862069,1.62068965517,17240.2758621
2.39361702128,4,86.6063829787,34.3936170213,705.281914894,153.45212766,858.734042553,25.164893617,780.265957447,2.60638297872,6600.70212766
3/2,3,341/4,29/2,461/4,317/2,1095/4,135/4,270,1,21175/4

0.59375,1.1875,85.703125,8.15625,164.640625,137.65625,302.296875,33.296875,297.1875,1,5499.921875
2.20289855072,2.80434782609,86.6014492754,9.60144927536,118.536231884,49.4275362319,167.963768116,16.1739130435,137.326086957,2.39855072464,977.644927536
1.60689655172,1.91034482759,86.3034482759,9.30344827586,131.648275862,43.7655172414,175.413793103,21.5379310345,152.524137931,2.69655172414,845.034482759
2.13888888889,2.86111111111,86.8611111111,26.0972222222,173.138888889,328.180555556,501.319444444,20.25,426.569444444,1,14220.4027778
3.49350649351,1.50649350649,85.5064935065,17.2922077922,174.493506494,290.928571429,465.422077922,32.4415584416,451.62987013,1,6743.59090909
2.14545454545,2.14545454545,85.7181818182,4.14545454545,82.8272727273,102.927272727,185.754545455,16.7090909091,150.427272727,1.57272727273,2963.54545455
1.45505617978,1.45505617978,84.6825842697,3.45505617978,52.7949438202,84.2865168539,137.081460674,18.0898876404,112.800561798,1.22752808989,2552.75842697
3.79126213592,4,85.4174757282,15.5825242718,93.6650485437,215.087378641,308.752427184,25.7475728155,279.072815534,1.20873786408,6676.30097087
19/6,4,260/3,43/3,161/6,350,2261/6,22,1963/6,11/6,14861/3

1.4512195122,2.30081300813,86.6991869919,4.39837398374,68.8861788618,45.5569105691,114.443089431,23.9471544715,101.691056911,1.84959349593,2285.84146341
3.10810810811,3.40540540541,85.5945945946,2.18918918919,50.1081081081,54.9459459459,105.054054054,20.0810810811,89.5405405405,1.2972972973,1323.18918919
3,6.60769230769,85.6076923077,11.8230769231,49.3153846154,341.361538462,390.676923077,17.0461538462,317.7,1.86923076923,7472.23076923
3,229/52,4337/52,271/52,3825/52,4419/52,2061/13,298/13,545/4,59/52,83307/26

15/4,59/12,517/6,145/6,455,213,668,76/3,2425/4,25/12,33649/4

1.6511627907,4.21705426357,87.5658914729,8.77519379845,228.325581395,95.4651162791,323.790697674,19.7364341085,280.930232558,2.78294573643,2638.34883721
1,39/31,2665/31,311/31,11861/31,1520/31,13381/31,844/31,12384/31,1,137564/31

1,1.80970149254,83.7611940299,12.2388059701,236.429104478,51.2388059701,287.667910448,25.5708955224,261.574626866,1,4047.54104478
1,221/74,6365/74,295/37,14209/74,7113/74,10661/37,2569/74,21305/74,2,266273/74

